_id,product_url,Details,Attributes_and_specifications,Number_of_items_sold,product_type,brand_name
3352554,https://www.petco.com/shop/en/petcostore/product/everyyay-essentials-lets-snuggle-green-plaid-pet-throw,"{'product_name': 'EveryYay Essentials Let\'s Snuggle Green Plaid Pet Throw, 50"" L X 40"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3352554-center-1', 'Description': ""Description\nThe EveryYay Essentials Let's Snuggle Green Plaid Pet Throw gives your cuddle buddy their very own blanket to burrow in. We know their fluffy fur tends to travel everywhere after snuggle sessions. That's why we created this throw just for them. Now they can curl up by your side with less hair tailing behind. They'll snooze soundly and give your vacuum a rest. A win-win for everyone.\n- Let's Snuggle Green Plaid Pet Throw from EveryYay Essentials\n- Super-soft plush\n- Cozies them up in warmth from head to paw\n- Perfect for couch cuddles or solo snuggles\n- Machine washable"", 'Specifications': {'id': '3352554', 'Primary Brand': 'EveryYay'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Size': 'Large', 'Odor Resistant': 'No'}, 'item_dimensions': {'Length': '50 IN', 'Width': '40 IN'}, 'Weight': '21.93552774202323 kg'}",9868,dog-collar,EveryYay
3283544,https://www.petco.com/shop/en/petcostore/product/everyyay-snooze-fest-grey-memory-foam-rectangle-lounger-dog-bed,"{'product_name': 'EveryYay Snooze Fest Grey Memory Foam Rectangle Lounger Dog Bed, 48"" L X 36"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3021501-center-6', 'Description': ""Description\nOur furry family members deserve a comfort zone just as comfy as our own, which is why we designed the EveryYay Snooze Fest Grey Memory Foam Rectangle Lounger Dog Bed. Making dreams come true, this bed offers superior support as they stretch out. Its channeled chipped memory foam molds to their body for a customized sleep experience every time they hop on for a slumber party.\n- Snooze Fest Grey Memory Foam Rectangle Lounger Dog Bed from EveryYay\n- Great for pups to love to stretch and sprawl\n- Shredded memory foam molds to your pet's body to provide orthopedic support and added comfort\n- Machine washable"", 'Specifications': {'id': '3283544', 'Primary Brand': 'EveryYay'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Rectangle', 'Size': 'X-Large', 'Odor Resistant': 'No'}, 'item_dimensions': {'Length': '48 IN', 'Width': '36 IN'}, 'Weight': '18.952295969108068 kg'}",9850,dog-bed,EveryYay
3107680,https://www.petco.com/shop/en/petcostore/product/pendleton-yakima-camp-heather-green-kuddler-dog-bed,"{'product_name': 'Pendleton Yakima Camp Heather Green Kuddler Dog Bed, 24"" L X 30"" W X 9"" H', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3107680-center-1', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThe Vintage Camp Kuddler bed features a jacquard knitted berber fabric in a one piece construction. Wrap around bolsters are overstuffed with recycled high-loft memory fiber polyester fill to provide maximum support and comfort.\n- Available in two Vintage Camp patterns\n- A jacquard knitted berber sleep surface for added comfort with a cotton canvas bottom\n- Zippered removable cover is machine washable\n- Warranted To Be A Pendleton', 'Specifications': {'id': '3107680', 'Primary Brand': 'Pendleton'}}","{'Additional_features': {'Primary Color': 'Green', 'Material': 'Polyester', 'Chew Proof': 'No', 'Washing instructions': 'Machine Washable', 'Size': 'Medium', 'Odor Resistant': 'No'}, 'item_dimensions': {'Length': '24 IN', 'Height': '9 IN', 'Width': '30 IN', 'Breed Sizes': 'Medium'}, 'Weight': '1.8052098014771467 kg'}",9845,dog-leash,Pendleton
3248061,https://www.petco.com/shop/en/petcostore/product/petique-golden-waves-pet-bed,"{'product_name': 'Petique Golden Waves Pet Bed, 23"" L X 21"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3248061-center-1', 'Description': ""Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nPetique's Golden Waves Pet Bed has a luxurious design to make your pets feel like they're on cloud 9. The Angel Hair Fiber stuffing is carefully selected to prevent the pillow from losing its fluff after each use or wash. The soft and fluffiness of the beds relieves anxiety and stress as they melt away in the comfort of our beds. Hand made with love and care, each panel is individually sewn together to deliver an elegant look.\n- Hypoallergenic\n- Angel Hair Fiber: Super plusH, high quality stuffing used in luxury pillows for humans\n- Individually sewn color panels for elegant look\n- Ultra soft fleece comfort cover\n- Anti-skid bottom\n- Reversible covers for hot or cool days to provide comft for your pet\n- Angel hair fiber stuffing is carefully selected to prevent the pillow from losing its FLUFF after each use or wash"", 'Specifications': {'id': '3248061', 'Primary Brand': 'Petique', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Primary Color': 'Blue', 'Material': 'Polyester', 'Chew Proof': 'No', 'Washing instructions': 'Machine Washable', 'Bed Shape': 'Rectangle', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Fill': 'Fiberfill', 'Bed Type': 'Fashion'}, 'item_dimensions': {'Length': '23 IN', 'Height': '5 IN', 'Width': '21 IN'}, 'Weight': '0.6727749491616218 kg'}",9837,dog-collar,Petique
3370672,https://www.petco.com/shop/en/petcostore/product/pet-life-black-porta-gate-travel-collapsible-and-adjustable-folding-pet-gate,"{'product_name': 'Pet Life Black Porta-Gate Travel Collapsible And Adjustable Folding Pet Gate, 34.43"" L X 1.5"" W X 24"" H', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3370672-center-1', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThe Pet Life Porta-Gate travel collapsible and adjustable folding dog and cat Gate is the perfect solution for those whom want an easy-to-install and expandable pet gate solution that\'ll work for various door opening lengths and for those who prefer the non-bulkier and heavier gates commonly available. This unique pet gate easily collapses and rolls up and takes up very little storage space. Short enough to step or walk over and tall enough to prevent smaller dogs and cats from passing through. Both sides of the adjustable poles feature tough rubberized grips that tightly connect to any door sidings or openings from drywall to metal, the poles themselves are composed of heavy duty metal and built-to-last and hold. User must make sure the metal poles are tightly fastened. SIZING DIMENSIONS: (INCHES) LxWxH 23.62 - 34.43 x 36 x 3. Gate Opening: 9""W x 10.5""H. For Door Openings 23.62 - 35.43 Inches.\n- Perfect for travel and lightweight compared to the more conventional heavier pet gates\n- Easy setup, no installation required. Features a zippered entrance for dogs and cats to walk through\n- Simply twist and expand the gate to fit on door openings 26.4 - 36.4 inches, fits all standard door size openings\n- Features traction proof rubberized grips for a very sturdy hold once fastened tightly. Attaches to any drywall or metal framed door openings\n- Available in Multiple basic Color Options\nCalifornia Proposition 65 Warning: This Product Contains The Chemical Dinp, Known To The State Of California To Cause Cancer And Birth Defects Or Other Reproductive Harm. (California Law Requires This Warning To Be Given To The Customers In The State Of California) For More Information Visit: www.p65warnings.ca.gov', 'Specifications': {'id': '3370672', 'Primary Brand': 'Pet Life', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Size': 'One Size Fits All', 'Material': 'Polyester'}, 'item_dimensions': {'Length': '34.43 IN', 'Adjustable Length Max': '35.4 IN', 'Adjustable Length Min': '23.6 IN', 'Height': '24 IN', 'Width': '1.5 IN'}, 'Weight': '0.18611296838178307 kg'}",9826,dog-bed,Pet Life
3449807,https://www.petco.com/shop/en/petcostore/product/paw-brands-zebra-puprug-animal-print-memory-foam-dog-bed,"{'product_name': 'Paw Brands Zebra PupRug Animal Print Memory Foam Dog Bed, 55"" L X 50"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3449807-center-1', 'Description': ""Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThe PupRug Animal Print Memory Foam Bed is an innovative memory foam pet bed that doubles as a large attractive area rug. The contemporary and luxurious dog bed offers the support and comfort of orthopedic memory foam while looking like an elegant area rug that brings a rich natural touch to your home decor. Artfully crafted from faux fur, the stylish dog bed comes in several unique styles and is filled with premium, long- lasting memory foam that minimizes joint pain and improves a pet's health and mobility. Pets will sleep in the lap of luxury thanks to the pressure-relieving memory foam base and the plush, removable and washable cover. The bed is also equipped with a non-skid bottom that prevents moving and shifting.\n- Premium, pressure-relieving orthopedic memory foam base\n- Waterproof memory foam liner\n- Ultra-soft, removable and washable faux fur cover with non-slip bottom"", 'Specifications': {'id': '3449807', 'Lifestage': 'All Lifestages', 'Primary Brand': 'Paw Brands'}}","{'Additional_features': {'Primary Color': 'White', 'Material': 'Polyester', 'Chew Proof': 'No', 'Washing instructions': 'Machine Washable', 'Size': 'XX-Large', 'Odor Resistant': 'No', 'Bed Fill': 'Memory Foam', 'Bed Type': 'Ortho or Memory', 'Lifestage': 'All Lifestages'}, 'item_dimensions': {'Length': '55 IN', 'Width': '50 IN'}, 'Weight': '30.161350645281935 kg'}",9824,dog-bed,Paw Brands
3434111,https://www.petco.com/shop/en/petcostore/product/bessie-and-barnie-ultra-plush-chepardrustic-brick-deluxe-shag-pet-lily-pod-bed,"{'product_name': 'Bessie and Barnie Ultra Plush Chepard/Rustic Brick Deluxe Shag Pet Lily Pod Bed, 24"" L X 24"" W X 4"" H', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3434111-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nOur Lily Pod is a smaller (but just as adorable) version of the Cuddle Pod. A hybrid bed, ideal for small dogs and cats. Features a drawstring that enables you to curl up and convert the bed to different levels of cuddliness. This unique design makes it two beds in one and with the reversible feature your furry best friend can enjoy the best of both worlds. A hidden pouch is provided to store the excess drawstring.\n- Convertible (can be used in two different shapes)\n- Luxurious unparalleled soft fabrics\n- Machine washable (Machine Wash Cold/Tumble Air Dry)\n- Reversible (can be used in two different sides)\n- Insulated with eco-friendly polyfill\n- Long lasting', 'Specifications': {'id': '3434111', 'Primary Brand': 'Bessie and Barnie', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Round', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Fill': 'Polyester'}, 'item_dimensions': {'Length': '24 IN', 'Height': '4 IN', 'Width': '24 IN'}, 'Weight': '0.6418523738585412 kg'}",9820,dog-leash,Bessie and Barnie
3306224,https://www.petco.com/shop/en/petcostore/product/bessie-and-barnie-serenity-grey-ultra-plush-faux-fur-super-soft-reversible-pet-blanket,"{'product_name': 'Bessie and Barnie Serenity Grey Ultra Plush Faux Fur Super Soft Reversible Pet Blanket, 20"" L X 20"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3306224-center-1', 'Description': ""Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nOur luxury Blankets are as soft and cuddly as your dog. The blankets are reversible, meaning that there's two different fabrics on each side that your furry best friend can enjoy cuddling with. The fabrics used are a special type of plush fabric that is similar to fleece but softer and thicker. The High quality of these fabrics prevents its colors from fading and its warmth from decreasing over time.\n- 100% Machine washable\n- Long lasting, durable soft fabrics\n- Comfort on Both Sides (Reversible)\n- Luxurious unparalleled plush fabrics"", 'Specifications': {'id': '3306224', 'Primary Brand': 'Bessie and Barnie', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Washing instructions': 'Machine Washable', 'Size': 'X-Small', 'Odor Resistant': 'No'}, 'item_dimensions': {'Length': '20 IN', 'Height': '1 IN', 'Width': '20 IN', 'Breed Sizes': 'XSmall'}, 'Weight': '0.11143270379488562 kg'}",9807,dog-bed,Bessie and Barnie
3268547,https://www.petco.com/shop/en/petcostore/product/club-nine-pets-pink-rivoli-orthopedic-dog-bed,"{'product_name': 'Club Nine Pets Pink Rivoli Orthopedic Dog Bed, 18"" L X 28"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3268547-center-1', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nTrue Orthopedic beds not only improve sleep quality, but also work to reduce stress on joints and muscles for better health. Our exclusive Healopedic Comfort Orthopedic beds are engineered for ultimate comfort and support. Four layers of unique foam and virgin polyester fiber fill combination, not only do they last longer; they also evenly distribute and balance a dog\'s weight to relieve stress on joints and muscles, for better sleep and better health.\n- Our advanced orthopedic comfort products deliver long lasting comfort and relieve stress on joints and muscles\n- Greater support and consistent even seating, resists sagging\n- Pet-friendly fabrics: our durable yet soft, family and pet-friendly fabrics are built to handle whatever life sends your way\n- Exceptional durability: removable and machine washable cushions\n- NO PFAS: Since there are no chemical stain treatment applied, our Fabrics is safe for family, friends, and pets to live on\n- Draft free and bugs free: 2"" legs lift bed off floor. High anti-slip pads keep your pets\' bed in place while protecting your flooring\n- Proudly Manufactured in the USA', 'Specifications': {'id': '3268547', 'Lifestage': 'All Lifestages', 'Primary Brand': 'Club Nine Pets', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Washing instructions': 'Machine Washable', 'Bed Shape': 'Rectangle', 'Size': 'Small', 'Odor Resistant': 'Yes', 'Bed Fill': 'Orthopedic Foam', 'Bed Type': 'Ortho or Memory', 'Lifestage': 'All Lifestages'}, 'item_dimensions': {'Length': '18 IN', 'Height': '18 IN', 'Width': '28 IN', 'Breed Sizes': 'Small'}, 'Weight': '2.527293722068005 kg'}",9791,dog-bed,Club Nine Pets
2743027,https://www.petco.com/shop/en/petcostore/product/snoozer-luxury-micro-suede-overstuffed-pet-sofa-in-anthracite,"{'product_name': 'Snoozer Luxury Micro Suede Overstuffed Pet Sofa in Anthracite, 30"" L x 40"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/2743027-center-1', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nGo ahead. Overindulge your pet with the Snoozer Luxury Overstuffed Pet Sofa. Our chic solid micro suedes are a perfect fit for any decor. Upholstery grade fabrics, washable cover, and luxurious fabrics all in one. Sofas are stuffed with highloft polyester fill to ensure your dog has a plush place to sleep. Perfect for any size pet, our soft and comfortable micro suede fabric is removable for easy cleaning.\n- Luxury Micro Suede Fabrics\n- Stuffed with high loft polyester fill for added comfort\n- Removable poly/filled bolsters and poly filled pillow\n- Machine wash & dry\n- Assembled in USA.', 'Specifications': {'id': '2743027', 'Lifestage': 'Adult', 'Primary Brand': 'Snoozer', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Primary Color': 'Black', 'Material': 'Polyester', 'Bed Shape': 'Rectangle', 'Size': 'Large', 'Bed Type': 'Sofa Dog Beds', 'Lifestage': 'Adult'}, 'item_dimensions': {'Length': '30 IN', 'Height': '40 IN', 'Width': '40 IN', 'Breed Sizes': 'Large'}, 'Weight': '13.371924455386274 kg'}",9776,dog-collar,Snoozer
3370154,https://www.petco.com/shop/en/petcostore/product/pet-life-grey-enterlude-electronic-heating-lightweight-and-collapsible-pet-tent,"{'product_name': 'Pet Life Grey ""Enterlude"" Electronic Heating Lightweight and Collapsible Pet Tent, 24.5"" L X 15"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3370154-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThe Pet Life ""Enterlude"" Electronic Heating and Lightweight Collapsible Pet Tent features an Intelligent electronically powered Built-in heating system that is powered at the push of the button. Once the button is pressed the button turns red and the heating nodes located inside the comfortable gel-foamed cushion begin to activate and a light warming sensation is comfortably applied to the pad. Features Thermal Control Technology an embedded safety feature that automatically turns off once the inner pad reaches a certain Warming Temperature. The Enterlude Pet Tent features a Wired-Folding exterior that is extremely Lightweight and Collapsible as it folds closed and opens in seconds making it ideal for travel. The Pet Tent is AC powered and features a built-in zippered compartment for the fan. Well designed and crafted, looks great in any home or office setting. Available in Multiple Colors.\n- Features an A/C Powered Built-in Gel-Foamed Cushion that Heats up at the Push of a Button\n- Wired Construction makes this completely Lightweight and Perfect for Travel\n- Collapses and Folds in seconds\n- Features a Frontal- Zippered Concealed Pouch for placement of the Removable A/C adapter unit\n- Available in Multiple Colors', 'Specifications': {'id': '3370154', 'Primary Brand': 'Pet Life', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Primary Color': 'Gray', 'Material': 'Polyester', 'Chew Proof': 'No', 'Bed Shape': 'Rectangle', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Type': 'Heating'}, 'item_dimensions': {'Length': '24.5 IN', 'Height': '15 IN', 'Width': '15 IN', 'Breed Sizes': 'Small'}, 'Weight': '1.5356819491732674 kg'}",9776,dog-bed,Pet Life
2709304,https://www.petco.com/shop/en/petcostore/product/majestic-pet-grey-towers-round-pet-bed-5021078--1,"{'product_name': 'Majestic Pet Grey Towers Round Pet Bed, 42"" L x 42"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/2709304-center-1', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThe Towers Pet Bed will add style and comfort to your pets life! The Majestic Pet Towers Round Pet Bed is the perfect combination of style, function and comfort. It features a removable zipped slipcover that is woven from durable outdoor treated polyester, with 1000 hours of UV protection. The base of the bed is made of heavy duty waterproof 300/600 Denier fabric, which allows you to move your pet wherever you are, inside or out. Each bed is filled with a super plush fiberfill that provides ample amounts of comfort.\n- Made in the USA, of US and imported materials\n- 100% upholstery-grade treated polyester slipcover. Water and stain resistant\n- 300/600 water-resistant Denier base for any unwanted accidents or spills\n- Stuffed premium high loft polyester fiberfill\n- Zippered removable slipcover for easy cleaning and washing\n- Machine washable', 'Specifications': {'id': '2709304', 'Lifestage': 'Adult', 'Primary Brand': 'Majestic Pet', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Primary Color': 'Gray', 'Material': 'Polyester', 'Washing instructions': 'Machine Washable', 'Bed Shape': 'Round', 'Size': 'Large', 'Bed Fill': 'Fiberfill', 'Bed Type': 'Outdoor Beds', 'Lifestage': 'Adult'}, 'item_dimensions': {'Length': '42 IN', 'Height': '5 IN', 'Width': '42 IN', 'Breed Sizes': 'Large'}, 'Weight': '2.4570911186772273 kg'}",9766,dog-leash,Majestic Pet
3021587,https://www.petco.com/shop/en/petcostore/product/harmony-tan-pet-throw,"{'product_name': 'Harmony Tan Pet Throw, 40"" L X 30"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3021587-center-2', 'Description': ""Description\nThe Harmony Tan Pet Throw makes the perfect neutral-accent piece for any pet home. It can be laid out to protect your furniture surfaces or used to bundle up your pup with a fleecy fabric lining they'll adore.\n- Tan Pet Throw from Harmony\n- Dual-sided faux-fleece surrounds your pup in fluffy comfort\n- Lay out to help protect surfaces and contain shedding or stains\n- Ideal for cuddling and snuggling your pup"", 'Specifications': {'id': '3021587', 'Lifestage': 'Adult', 'Primary Brand': 'Harmony'}}","{'Additional_features': {'Primary Color': 'Tan', 'Material': 'Polyester', 'Chew Proof': 'No', 'Washing instructions': 'Machine Washable', 'Size': 'Medium', 'Odor Resistant': 'No', 'Lifestage': 'Adult'}, 'item_dimensions': {'Length': '40 IN', 'Width': '30 IN', 'Breed Sizes': 'XLarge'}, 'Weight': '13.161316645213939 kg'}",9765,dog-bed,Harmony
3247906,https://www.petco.com/shop/en/petcostore/product/petique-pink-camo-one-zip-pet-house,"{'product_name': 'Petique Pink Camo One-Zip Pet House, 12"" L X 12"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3247906-center-1', 'Description': ""Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nPetique's Pink Camo Zip Pet House has one easy zipper that zips into a cozy pet house! The cave-like feature helps reduce stress and anxiety for your pets. Our Pet House helps your pets feel naturally safe and comfortable inside.\n- Easy and simple one zip feature to fold and unfold the whole house\n- Folds Flat for easy storage and travel\n- Comfortable and provides a cozy hideout for pets\n- Natural den enviornment"", 'Specifications': {'id': '3247906', 'Primary Brand': 'Petique', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Primary Color': 'Pink', 'Material': 'Polyester', 'Chew Proof': 'No', 'Washing instructions': 'Machine Washable', 'Bed Shape': 'Triangle', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Fill': 'Polyester', 'Bed Type': 'Fashion'}, 'item_dimensions': {'Length': '12 IN', 'Height': '11.5 IN', 'Width': '12 IN'}, 'Weight': '0.4613313937108264 kg'}",9763,dog-collar,Petique
3434365,https://www.petco.com/shop/en/petcostore/product/bessie-and-barnie-ultra-plush-deluxe-comfort-pink-snuggle-pet-bed,"{'product_name': 'Bessie and Barnie Ultra Plush Deluxe Comfort Pink Snuggle Pet Bed, 23"" L X 23"" W X 6"" H', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3434365-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nOur reversible Snuggle beds are hand made by skilled artisans. Designed with a round bolster that creates a cozy atmosphere and keeps your pet safe by providing head and neck support. Pets will feel surrounded by love and warmth, allowing them to experience a truly restful sleep.\n- Provides warmth and safety\n- Machine Washable\n- Reversible (can be used on both sides)\n- Unparallel soft & durable fabrics', 'Specifications': {'id': '3434365', 'Primary Brand': 'Bessie and Barnie', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Round', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Fill': 'Polyester'}, 'item_dimensions': {'Length': '23 IN', 'Height': '6 IN', 'Width': '23 IN'}, 'Weight': '0.8842185046124172 kg'}",9759,dog-collar,Bessie and Barnie
3218144,https://www.petco.com/shop/en/petcostore/product/everyyay-essentials-snooze-fest-black-floral-print-rectangle-lounger-dog-bed,"{'product_name': 'EveryYay Essentials Snooze Fest Black Floral-Print Rectangle Lounger Dog Bed, 40"" L X 30"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3218144-center-9', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThe EveryYay Essentials Snooze Fest Black Floral-Print Rectangle Lounger Dog Bed frees up space for your pup to win at snoozing. We know that a lot of doggos like to get a good stretch in as they drift off. This wide lounger shape works like a dream so they can flop right into their nightly ritual. When laundry day comes, you can remove the machine-washable cover and get their comfort zone cleaned up in no time.\n- Snooze Fest Black Floral-Print Rectangle Lounger Dog Bed from EveryYay Essentials\n- Wide, lounger shape for stretching and sprawling\n- Tufted base provides support\n- Stuffed with fluffy filling\n- Machine washable cover', 'Specifications': {'id': '3218144', 'Primary Brand': 'EveryYay Essentials'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Rectangle', 'Size': 'Large', 'Odor Resistant': 'No'}, 'item_dimensions': {'Length': '40 IN', 'Width': '30 IN'}, 'Weight': '13.161316645213939 kg'}",9758,dog-leash,EveryYay Essentials
3167068,https://www.petco.com/shop/en/petcostore/product/everyyay-snooze-fest-nester-dog-bed,"{'product_name': 'EveryYay Snooze Fest Nester Dog Bed, 32"" L X 24"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3167068-center-1', 'Description': 'Description\nThe EveryYay Snooze Fest Nester Dog Bed invites them into a cuddly - and sparkly - comfort zone. Designed with a shimmery velvet exterior, this bed is a dream destination for pups who love to curl up thanks to its rounded shape where they can snuggle up and snooze.\n- Rounded shape for curling up\n- Fluffy filling for a soft sleep surface\n- Machine-washable cover', 'Specifications': {'id': '3167068', 'Primary Brand': 'EveryYay'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Size': 'Medium', 'Odor Resistant': 'No', 'Bed Type': 'Tufted Cuddler'}, 'item_dimensions': {'Length': '32 IN', 'Height': '8 IN', 'Width': '24 IN'}, 'Weight': '1.7116063302894433 kg'}",9752,dog-bed,EveryYay
3306523,https://www.petco.com/shop/en/petcostore/product/bessie-and-barnie-arctic-seal-ultra-plush-faux-fur-super-soft-reversible-pet-blanket,"{'product_name': 'Bessie and Barnie Arctic Seal Ultra Plush Faux Fur Super Soft Reversible Pet Blanket, 20"" L X 20"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3306523-center-1', 'Description': ""Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nOur luxury Blankets are as soft and cuddly as your dog. The blankets are reversible, meaning that there's two different fabrics on each side that your furry best friend can enjoy cuddling with. The fabrics used are a special type of plush fabric that is similar to fleece but softer and thicker. The High quality of these fabrics prevents its colors from fading and its warmth from decreasing over time.\n- 100% Machine washable\n- Long lasting, durable soft fabrics\n- Comfort on Both Sides (Reversible)\n- Luxurious unparalleled plush fabrics"", 'Specifications': {'id': '3306523', 'Primary Brand': 'Bessie and Barnie', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Washing instructions': 'Machine Washable', 'Size': 'X-Small', 'Odor Resistant': 'No'}, 'item_dimensions': {'Length': '20 IN', 'Height': '1 IN', 'Width': '20 IN', 'Breed Sizes': 'XSmall'}, 'Weight': '0.11143270379488562 kg'}",9752,dog-collar,Bessie and Barnie
